1/3/2014	600
1/7/2014	330
1/8/2014	505
1/10/2014	10
1/11/2014	780
1/12/2014	675
1/13/2014	655
1/14/2014	780
1/15/2014	280
1/18/2014	200
1/19/2014	80
1/20/2014	120
1/21/2014	600
1/23/2014	625
1/24/2014	705
1/26/2014	705
1/28/2014	50
1/30/2014	700
1/31/2014	420
2/1/2014	80
2/2/2014	690
2/3/2014	690
2/4/2014	690
2/5/2014	610
2/6/2014	690
2/7/2014	340
2/9/2014	180
2/12/2014	90
2/13/2014	15
2/18/2014	645
2/20/2014	30
2/21/2014	175
2/22/2014	5
2/23/2014	22
2/24/2014	35
2/26/2014	660
2/27/2014	660
2/28/2014	660
3/1/2014	660
3/2/2014	660
3/3/2014	610
3/5/2014	620
3/6/2014	520
3/8/2014	310
3/10/2014	70
3/11/2014	150
3/12/2014	215
3/13/2014	345
3/14/2014	40
3/17/2014	15
3/21/2014	330
3/25/2014	435
3/26/2014	660
3/27/2014	660
3/29/2014	360
3/30/2014	505
3/31/2014	415
4/1/2014	640
4/2/2014	435
4/3/2014	320
4/4/2014	80
4/5/2014	345
4/6/2014	60
4/8/2014	5
4/10/2014	620
4/11/2014	15
4/12/2014	140
4/17/2014	580
4/18/2014	100
4/19/2014	30
4/22/2014	255
4/23/2014	55
4/25/2014	585
4/26/2014	585
4/27/2014	220
4/28/2014	0
4/29/2014	270
4/30/2014	180
5/3/2014	15
5/5/2014	345
5/6/2014	465
5/7/2014	310
5/8/2014	25
5/9/2014	55
5/10/2014	335
5/13/2014	50
5/15/2014	290
5/16/2014	120
5/17/2014	60
5/19/2014	190
5/20/2014	540
5/21/2014	540
5/22/2014	540
5/23/2014	190
5/24/2014	10
5/27/2014	300
6/5/2014	5
6/10/2014	525
6/11/2014	210
6/16/2014	120
6/17/2014	40
6/19/2014	120
6/20/2014	40
7/3/2014	225
7/4/2014	10
7/10/2014	10
7/11/2014	310
7/12/2014	10
7/13/2014	240
7/14/2014	525
7/15/2014	20
7/17/2014	30
7/18/2014	345
7/19/2014	240
7/25/2014	60
7/26/2014	180
7/27/2014	420
7/28/2014	30
7/31/2014	10
8/1/2014	150
8/2/2014	500
8/3/2014	500
8/6/2014	45
8/8/2014	240
8/12/2014	15
8/13/2014	15
8/14/2014	10
8/16/2014	10
8/21/2014	15
8/24/2014	450
8/25/2014	150
8/27/2014	25
8/28/2014	20
9/4/2014	20
9/6/2014	15
9/7/2014	630
9/8/2014	135
9/9/2014	10
9/10/2014	11
9/12/2014	335
9/16/2014	60
9/18/2014	600
9/19/2014	165
9/25/2014	135
9/26/2014	25
9/27/2014	360
9/30/2014	20
10/2/2014	20
10/3/2014	240
10/5/2014	60
10/6/2014	690
10/7/2014	270
10/9/2014	30
10/10/2014	60
10/12/2014	150
10/13/2014	70
10/14/2014	510
10/15/2014	120
10/16/2014	530
10/17/2014	450
10/24/2014	125
10/26/2014	570
10/29/2014	100
10/30/2014	300
10/31/2014	720
11/1/2014	700
11/2/2014	490
11/3/2014	800
11/4/2014	800
11/5/2014	800
11/6/2014	800
11/7/2014	800
11/8/2014	800
11/9/2014	800
11/10/2014	800
11/11/2014	800
11/12/2014	5
11/13/2014	760
11/14/2014	270
11/15/2014	760
11/17/2014	180
11/18/2014	120
11/19/2014	40
11/20/2014	705
11/21/2014	500
11/22/2014	24
11/23/2014	175
11/29/2014	195
11/30/2014	780
12/1/2014	780
12/2/2014	780
12/3/2014	780
12/4/2014	780
12/5/2014	780
12/6/2014	680
12/7/2014	780
12/8/2014	100
12/10/2014	780
12/11/2014	660
12/12/2014	780
12/13/2014	0
12/15/2014	710
12/16/2014	780
12/17/2014	780
12/18/2014	780
12/19/2014	120
12/21/2014	120
12/23/2014	45
12/26/2014	12
12/29/2014	150
12/30/2014	780
12/31/2014	780
1/1/2015	720
1/2/2015	30
1/3/2015	720
1/4/2015	45
1/5/2015	100
1/7/2015	345
1/8/2015	420
1/9/2015	240
1/10/2015	720
1/11/2015	720
1/12/2015	720
1/13/2015	40
1/14/2015	25
1/15/2015	10
1/16/2015	20
1/22/2015	330
1/23/2015	360
1/24/2015	25
1/25/2015	720
1/26/2015	735
1/27/2015	455
1/28/2015	720
1/29/2015	720
1/30/2015	720
1/31/2015	12
2/2/2015	100
2/3/2015	45
2/4/2015	30
2/5/2015	210
2/7/2015	720
2/8/2015	60
2/11/2015	30
2/18/2015	120
2/19/2015	495
2/20/2015	140
2/21/2015	600
2/22/2015	660
2/23/2015	660
2/26/2015	165
2/27/2015	660
2/28/2015	660
3/1/2015	645
3/2/2015	645
3/3/2015	645
3/4/2015	300
3/7/2015	30
3/9/2015	20
3/10/2015	145
3/11/2015	300
3/12/2015	90
3/13/2015	30
3/14/2015	40
3/15/2015	40
3/17/2015	615
3/18/2015	70
3/20/2015	10
3/21/2015	85
3/23/2015	345
3/24/2015	465
3/28/2015	270
3/29/2015	80
4/1/2015	105
4/2/2015	360
4/4/2015	200
4/5/2015	385
4/6/2015	315
4/7/2015	580
4/10/2015	115
4/12/2015	15
4/14/2015	20
4/19/2015	440
4/20/2015	540
4/21/2015	540
4/22/2015	540
4/23/2015	540
4/24/2015	540
4/25/2015	540
4/28/2015	350
4/29/2015	25
4/30/2015	360
5/1/2015	30
5/3/2015	25
5/4/2015	340
5/5/2015	510
5/6/2015	510
5/7/2015	510
5/8/2015	510
5/9/2015	270
5/14/2015	480
5/15/2015	480
5/16/2015	480
5/18/2015	480
5/19/2015	370
5/20/2015	125
5/21/2015	480
5/22/2015	480
5/23/2015	480
5/24/2015	120
5/25/2015	20
5/26/2015	205
5/29/2015	30
5/30/2015	90
6/1/2015	10
6/5/2015	60
6/9/2015	15
6/10/2015	0
6/13/2015	15
6/19/2015	10
6/20/2015	15
6/21/2015	5
6/23/2015	30
6/25/2015	210
6/26/2015	50
6/28/2015	480
6/30/2015	240
7/2/2015	500
7/3/2015	150
7/7/2015	145
7/9/2015	500
7/10/2015	320
7/18/2015	500
7/19/2015	500
7/20/2015	400
7/21/2015	360
7/22/2015	80
7/24/2015	510
7/25/2015	370
7/27/2015	15
7/29/2015	520
7/30/2015	210
7/31/2015	130
8/6/2015	330
8/8/2015	10
8/9/2015	60
8/11/2015	20
8/14/2015	60
8/17/2015	240
8/24/2015	210
8/25/2015	390
8/26/2015	60
8/29/2015	180
8/30/2015	60
8/31/2015	165
9/1/2015	150
9/2/2015	180
9/4/2015	10
9/5/2015	30
9/6/2015	30
9/7/2015	690
9/8/2015	20
9/9/2015	450
9/10/2015	435
9/11/2015	300
9/12/2015	140
9/13/2015	170
9/14/2015	650
9/15/2015	650
9/16/2015	210
9/17/2015	240
9/18/2015	210
9/19/2015	10
9/21/2015	600
9/23/2015	50
9/24/2015	20
9/25/2015	60
9/27/2015	15
9/28/2015	30
9/29/2015	30
10/2/2015	50
10/3/2015	310
10/4/2015	660
10/5/2015	660
10/6/2015	660
10/12/2015	490
10/13/2015	510
10/14/2015	660
10/15/2015	660
10/16/2015	660
10/17/2015	660
10/18/2015	720
10/19/2015	720
10/20/2015	395
10/21/2015	80
10/22/2015	120
10/24/2015	110
10/27/2015	720
10/28/2015	260
10/29/2015	120
11/1/2015	5
11/2/2015	690
11/3/2015	690
11/4/2015	420
11/8/2015	5
11/9/2015	690
11/10/2015	690
11/14/2015	390
11/15/2015	780
11/17/2015	90
11/19/2015	60
11/22/2015	5
11/23/2015	270
11/24/2015	780
11/25/2015	780
11/26/2015	780
11/27/2015	780
11/28/2015	780
11/29/2015	60
11/30/2015	60
12/2/2015	5
12/5/2015	180
12/6/2015	45
12/7/2015	20
12/10/2015	520
12/11/2015	780
12/13/2015	780
12/14/2015	20
12/15/2015	780
12/17/2015	90
12/19/2015	780
12/20/2015	150
12/21/2015	780
12/22/2015	780
12/23/2015	780
12/26/2015	780
12/28/2015	780
12/29/2015	135
1/1/2016	460
1/2/2016	90
1/3/2016	720
1/4/2016	720
1/5/2016	720
1/6/2016	720
1/7/2016	720
1/8/2016	720
1/9/2016	0
1/10/2016	720
1/11/2016	130
1/12/2016	5
1/13/2016	20
1/14/2016	15
1/15/2016	330
1/16/2016	15
1/17/2016	120
1/18/2016	330
1/19/2016	720
1/22/2016	720
1/23/2016	720
1/24/2016	150
1/25/2016	250
1/26/2016	240
1/27/2016	330
1/28/2016	0
1/30/2016	720
2/12/2016	10
2/13/2016	20
2/14/2016	40
2/15/2016	45
2/16/2016	60
2/17/2016	630
2/18/2016	0
2/23/2016	240
2/26/2016	370
3/2/2016	170
3/4/2016	80
3/5/2016	660
3/6/2016	420
3/7/2016	660
3/8/2016	180
3/9/2016	30
3/10/2016	150
3/11/2016	660
3/12/2016	660
3/13/2016	660
3/14/2016	180
3/19/2016	5
3/20/2016	20
3/21/2016	570
3/22/2016	600
3/23/2016	20
3/27/2016	50
3/28/2016	600
3/29/2016	600
3/30/2016	600
4/2/2016	30
4/5/2016	5
4/7/2016	450
4/8/2016	970
4/9/2016	970
4/10/2016	600
4/11/2016	600
4/12/2016	600
4/13/2016	600
4/15/2016	20
4/16/2016	600
4/17/2016	15
4/18/2016	5
4/23/2016	270
4/24/2016	25
4/25/2016	325
4/26/2016	180
4/27/2016	115
4/27/2016	5
4/28/2016	570
4/29/2016	600
4/30/2016	210
5/1/2016	540
5/2/2016	30
5/5/2016	120
5/6/2016	600
5/7/2016	600
5/8/2016	570
5/9/2016	570
5/10/2016	150
5/10/2016	10
5/12/2016	10
5/13/2016	10
5/14/2016	10
5/15/2016	240
5/16/2016	570
5/17/2016	120
5/20/2016	30
5/20/2016	30
5/21/2016	540
5/22/2016	540
5/23/2016	420
5/24/2016	180
5/25/2016	540
5/26/2016	570
5/27/2016	195
5/27/2016	45
5/28/2016	30
5/29/2016	90
5/30/2016	15
6/6/2016	20
6/11/2016	270
6/15/2016	30
6/19/2016	180
6/20/2016	120
6/21/2016	180
6/21/2016	180
6/22/2016	510
6/25/2016	30
6/27/2016	60
6/29/2016	10
7/2/2016	60
7/15/2016	10
7/25/2016	270
7/26/2016	60
7/29/2016	60
8/2/2016	50
8/3/2016	240
8/4/2016	290
8/12/2016	30
8/14/2016	200
8/18/2016	10
8/23/2016	30
8/30/2016	10
8/31/2016	10
9/4/2016	10
9/5/2016	85
9/14/2016	10
9/15/2016	20
9/18/2016	180
9/19/2016	105
9/20/2016	570
9/21/2016	570
9/23/2016	190
9/25/2016	25
9/27/2016	150
9/28/2016	250
9/29/2016	75
10/1/2016	30
10/4/2016	10
10/5/2016	45
10/6/2016	120
10/14/2016	45
10/16/2016	180
10/17/2016	300
10/18/2016	200
10/20/2016	45
10/21/2016	30
10/23/2016	120
10/24/2016	720
10/25/2016	720
10/27/2016	180
10/28/2016	600
10/29/2016	504
10/30/2016	360
10/31/2016	678
11/1/2016	330
11/2/2016	210
11/5/2016	15
11/6/2016	10
11/8/2016	800
11/9/2016	800
11/10/2016	800
11/11/2016	800
11/12/2016	800
11/13/2016	800
11/14/2016	800
11/15/2016	800
11/16/2016	800
11/17/2016	258
11/20/2016	648
11/21/2016	648
11/22/2016	648
11/24/2016	90
11/28/2016	720
11/29/2016	440
12/1/2016	395
12/2/2016	630
12/2/2016	40
12/5/2016	290
12/6/2016	90
12/7/2016	590
12/8/2016	240
12/9/2016	720
12/10/2016	540
12/11/2016	480
12/11/2016	15
12/13/2016	130
12/15/2016	180
12/16/2016	780
12/17/2016	780
12/18/2016	90
12/20/2016	60
12/21/2016	705
12/22/2016	720
12/23/2016	720
12/24/2016	720
12/27/2016	720
12/28/2016	15
12/30/2016	230
